paper_id,claim,gt_code,gt_theme,correct_rate_overall,n_total,rate_claude,rate_deepseek,rate_openai,rate_L1,rate_L2,rate_L3,rate_L4,rate_L5,stability_class
C952,MORE PRS ARE BEING CLOSED AFTER ADOPTING CI,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C992,CI  SPEED UP DEVELOPMENT PRACTICE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C968,TEST ACROSS ALL PLATFORMS,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,QUALITY ASSURANCE,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C966,CI MAKES INTEGRATION EASIER.,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C962,CI -> LESS WORRY ABOUT BREAKING THE BUILD,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C972,PROJECTS WITH CI ARE MORE PRODUCTIVE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C964,CI HELPS PROJECTS DEPLOY MORE OFTEN,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C986,SHORTEN THE BUILD TIME,CI IS ASSOCIATED WITH A DECREASING IN BUILD TIME,BUILD PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C980,CI MAKES INTEGRATION EASIER,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C977,"CI BUILD STATUS CAN MAKE INTEGRATING PULL REQUESTS FASTER. WHEN USING CI, THE MEDIAN PULL REQUEST IS ACCEPTED 1.6 HOURS SOONER.",CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C1002,CI REQUIRES ADDITIONAL EFFORT,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C1001,CI IS ASSOCIATED TO A FALSE SENSE OF CONFIDENCE (AS A SITUATION WHERE DEVELOPERS BLINDLY TRUST THE TESTS).,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C1007,CI BROUGHT INCREASED VISIBILITY ENABLING GREATER COMMUNICATION AMONG THE RELEVANT STAKEHOLDERS.,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C1000,CI IMPROVES THE DEVELOPER'S CONFIDENCE TO PERFORM THE REQUIRED CODE CHANGES.,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C1014,CI DECREASED TEAM WORKLOAD FOR PAPERWORK,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
